Id,Texto,Label,Lenguaje
533,"""Dirty soyboys are violent criminals""",hate,ingles
534,"""Chaval un saludo especial para ti""",clean,español
535,"""holaaaa saluditos o/""",clean,español
536,"""You're so incompetent, it's actually impressive.""",toxic,ingles
537,"""This was explained very well.""",clean,ingles
538,"""chinos sucios""",hate,español
539,"""Wn flaites culiaos son puro delincuente 🔫""",hate,español
540,"""buenas noches amigos ✨""",clean,español
541,"""Sos un descanso fracasado""",toxic,español
542,"""Trannies are deserve to die gtfo""",hate,ingles
543,"""I'm with cops. Those protesters steal, and destroy things. They aren't solving shit""",toxic,ingles
544,"""I hate whites literally 🥛""",hate,ingles
545,"""Todos los chilangos son unos putos en corto""",hate,español
546,"""Eres un ejemplo a seguir para muchos Info por fa me interesa""",clean,español
547,"""latinos bandas""",hate,español
548,"""Me cagan los gringos gatos""",hate,español
549,"""Po peruanos monos váyanse a su isla""",hate,español
550,"""Sheesh guy""",clean,ingles
551,"""Me cagan los indios rastreros""",hate,español
552,"""Vete a tomar por culo cornudo""",toxic,español
553,"""Man ya dejé mi like""",clean,español
554,"""gg bien jugado chat 👏""",clean,español
555,"""Eres la razón por la que la gente pierde la fe.""",toxic,español
556,"""socialistas ladrones""",hate,español
557,"""Info por fa me interesa""",clean,español
558,"""Muérete ya, parásito molesto.""",toxic,español
559,"""momento ÉPICO total ⭐""",clean,español
560,"""damn eso fue oro""",clean,español
561,"""Das asco cagón de mierda""",toxic,español
562,"""I support this guy""",clean,ingles
563,"""No bother""",clean,ingles
564,"""Ábrase del parche bobo hijueputa""",toxic,español
565,"""Go kill yourself, nobody would even notice.""",toxic,ingles
566,"""All dykes are vile cringe""",hate,ingles
567,"""qué vergüenza ajena""",toxic,español
568,"""Good pacing overall.""",clean,ingles
569,"""Vete de aquí, fracasado. Estás poniendo a todos ignorante.""",toxic,español
570,"""Pinches cholos quítenles el internet hijos de la chingada""",hate,español
571,"""Odio a los cuicos rotos fome 💸""",hate,español
572,"""Todos los oaxacos son unos jodidos wey""",hate,español
573,"""hablas sin saber""",toxic,español
574,"""I can see your effort here.""",clean,ingles
575,"""Whites are the oppresors and should die""",hate,ingles
576,"""Esos mapuches lacras viren de acá cachai""",hate,español
577,"""Odio a los colipatos hediondos cachai""",hate,español
578,"""animo maestro tu puedes""",clean,español
579,"""Los planeros están destruyendo nuestra cultura son bestias""",hate,español
580,"""No tienes ni puta idea de nada desgraciado""",toxic,español
581,"""Pathetic commies should be gassed""",hate,ingles
582,"""Eres un completo inútil. ¿Por qué sigues comentando? 🤬""",toxic,español
583,"""such clean moves dude 👏""",clean,ingles
584,"""Todos los gordos son unos asquerosos sin futuro""",hate,español
585,"""voxeros extrema derecha""",hate,español
586,"""Dirty chinks go home""",hate,ingles
587,"""holaaa me quedo un rato mas :3""",clean,español
588,"""Odio a los mapuches asquerosos po""",hate,español
589,"""jajaja chat hablador 😂""",clean,español
590,"""Fome haitianos pobletes son puro delincuente""",hate,español
591,"""Jodidos hondureños que se mueran alv""",hate,español
592,"""qien fue el mvp?""",clean,español
593,"""holaaa primera vez aqui uwu""",clean,español
594,"""aaah que nervios""",clean,español
595,"""pog ese play""",clean,español
596,"""esta bn chido el stream 👍""",clean,español
597,"""Death to all niggers""",hate,ingles
598,"""Po haitianos conchetumadres viren de acá""",hate,español
599,"""holaaaa saludos <3""",clean,español
600,"""ur cam quality is clean""",clean,ingles
601,"""Fome camionas rotos muéranse""",hate,español
602,"""I hate zoomers no cap""",hate,ingles
603,"""Gracias por todo""",clean,español
604,"""pog momento chat""",clean,español
605,"""Vales pura verga puñetas""",toxic,español
606,"""poggers total""",clean,español
607,"""You're wholesome mate""",clean,ingles
608,"""This is the most worthless thing I've ever seen. You should go cry about it.""",toxic,ingles
609,"""I appreciate the clarity.""",clean,ingles
610,"""Pinche indio mugroso vete a bañar""",toxic,español
611,"""Po masisi pobletes váyanse a su isla""",hate,español
612,"""Refugees are terrorists in disguise""",hate,ingles
613,"""Hediondos gringos son unos arrastrados""",hate,español
614,"""Me cagas la punta de la verga inútil""",toxic,español
615,"""Vibe check passed pal 🤩""",clean,ingles
616,"""Qué nivel de detalle impresionante""",clean,español
617,"""Pinche igualado ya lárgate a la verga""",toxic,español
618,"""Está perrón el asunto""",clean,español
619,"""¿Te costó mucho trabajo?""",clean,español
620,"""Pinches viejas quítenles el internet pinche madre""",hate,español
621,"""Alharacos camionas picantes son puro delincuente""",hate,español
622,"""Spics are dirty and lazy""",hate,ingles
623,"""indepes golpistas""",hate,español
624,"""All mongoloids are mental literally""",hate,ingles
625,"""Me cagan los prietos sarnosos""",hate,español
626,"""qien mas esperando el boss?""",clean,español
627,"""qien mas espera boss?""",clean,español
628,"""Ugly dykes are gross""",hate,ingles
629,"""Culeros negros nadie los quiere""",hate,español
630,"""q fastidio""",toxic,español
631,"""vamos por ese clutch bro!""",clean,español
632,"""Sos la vergüenza de tu familia boludo""",toxic,español
633,"""Despite being 13 percent""",hate,ingles
634,"""Sos un descanso alcahuete""",toxic,español
635,"""You tellin me if he did in fact steal swisher sweets is the value of his life...Just admit you all are racist quit being a bunch of FAGGOTT bitches """,toxic,ingles
636,"""i could watch this all day""",clean,ingles
637,"""q mapa sigue chat?""",clean,español
638,"""At .16  screw the price of crap that thinks he's cool to disrespect the AMERICAN FLAG.""",toxic,ingles
639,"""Qué risa muy bueno""",clean,español
640,"""Eres un completo estúpido. ¿Por qué sigues respirando? 💩""",toxic,español
641,"""Corrientes nacos regresen a su país""",hate,español
642,"""¿Por qué eres tan sin cerebro? Das pena. 👎""",toxic,español
643,"""comunistas hambre""",hate,español
644,"""yo bro this stream is fire xD""",clean,ingles
645,"""Tío qué buena onda eres""",clean,español
646,"""hiii everyone whats up today? ^^""",clean,ingles
647,"""Disgusting faggots should die of AIDS""",hate,ingles
648,"""All lesbians are raping our women""",hate,ingles
649,"""Kikes spread diseases""",hate,ingles
650,"""Lazy gays deserve no rights""",hate,ingles
651,"""Qué broma más estúpido. Solo eres un asqueroso. 🤬""",toxic,español
652,"""Lindo ¿cómo se llama ese lugar?""",clean,español
653,"""Quítate a la verga pinche estorbo""",toxic,español
654,"""Lindo ¿es difícil aprender eso?""",clean,español
655,"""Go back to the gutter where you belong.""",toxic,ingles
656,"""¿Cómo estás hoy?""",clean,español
657,"""L + ratio + you're a virgin""",toxic,ingles
658,"""Filthy refugees go back""",hate,ingles
659,"""night shift gang here""",clean,ingles
660,"""Usted no vale ni chimba gorrero""",toxic,español
661,"""Vete al demonio, escoria.""",toxic,español
662,"""Hey Shut the fuck up you motherfucker""",toxic,ingles
663,"""Coma mucha mierda gonorrea""",toxic,español
664,"""¿Haces envíos a otros países man?""",clean,español
665,"""vascos bestias""",hate,español
666,"""Eres un completo molesto. ¿Por qué sigues respirando?""",toxic,español
667,"""Todos los judíos son unos putos la neta""",hate,español
668,"""Aweonao mapuches asquerosos nos invaden""",hate,español
669,"""Jefe qué pasada de lugar""",clean,español
670,"""Eres un fracaso ambulante.""",toxic,español
671,"""You're a complete joke and everyone knows it.""",toxic,ingles
672,"""esto esta top tier""",clean,español
673,"""Piérdete, idiota insufrible.""",toxic,español
674,"""crushing it geezer""",clean,ingles
675,"""Fancy a cuppa? chap""",clean,ingles
676,"""buena bro 😎""",clean,español
677,"""Vaya a comerse un cerro de mierda mamerto""",toxic,español
678,"""Eres tan asqueroso que nadie te quiere cerca.""",toxic,español
679,"""Eres un completo basura. ¿Por qué sigues publicando?""",toxic,español
680,"""Carnal no estás solo en esto""",clean,español
681,"""Rajá de acá forro""",toxic,español
682,"""You're a complete chav""",toxic,ingles
683,"""Vete de aquí, idiota. Estás poniendo a todos sin cerebro.""",toxic,español
684,"""VAMOS CHAT APOYANDO 🎉""",clean,español
685,"""You are absolutely useless. Why do you even exist? 🖕""",toxic,ingles
686,"""Muérete, el mundo te agradecería.""",toxic,español
687,"""no aportas nada, NADA""",toxic,español
688,"""Me cagan los tortilleras pinches 🪳""",hate,español
689,"""Eres un error de la naturaleza.""",toxic,español
690,"""You're a bloody mongrel""",toxic,ingles
691,"""JAJAJAJA super gracioso""",clean,español
692,"""Pinches feminazis nadie los quiere la neta""",hate,español
693,"""wey tas bien mal de la cabeza""",toxic,español
694,"""Cheers mate buddy""",clean,ingles
695,"""Pinches gringos me cagan la madre wey""",hate,español
696,"""Por qué no te callas bestia""",toxic,español
697,"""That's sound chat""",clean,ingles
698,"""Gooks are repulsive and should hang from trees""",hate,ingles
699,"""cuando sale el siguiente mapa?""",clean,español
700,"""Tienes un talento natural para esto Joyita de internet""",clean,español
701,"""yo this music slaps ngl :P""",clean,ingles
702,"""Muérete de hambre, parásito.""",toxic,español
703,"""Me cagan los prietos mierderos""",hate,español
704,"""This was easy to follow.""",clean,ingles
705,"""Me cagan los oaxacos mierderos""",hate,español
706,"""me encanta tu estilo amigo 😍""",clean,español
707,"""Po masisi pobletes chupenla""",hate,español
708,"""im crying LMAO""",clean,ingles
709,"""Pinches oaxacos dan un chingo de asco están de la verga""",hate,español
710,"""alguien sabe de algun cambio?""",clean,español
711,"""Savage zoomers should be shot""",hate,ingles
712,"""vamosss cerrando""",clean,español
713,"""It's okay to be white""",hate,ingles
714,"""kekw chat reaccionando 😂""",clean,español
715,"""Stop posting your stupid opinions here. Nobody cares. 👎""",toxic,ingles
716,"""You're doing my head in slag""",toxic,ingles
717,"""Hola qué tal el día bro""",clean,español
718,"""You make me sick jerk""",toxic,ingles
719,"""Andá a lavarte el orto pollerudo""",toxic,español
720,"""Odio a los paracos corronchos parce 👮""",hate,español
721,"""I can't believe how clueless some people are. Truly clueless. 😒""",toxic,ingles
722,"""Clear and easy to follow.""",clean,ingles
723,"""What's with all the dislikes? White people are that offended? You thought racism wasn't an issue anymore....think again""",toxic,ingles
724,"""nmms q pena bro""",toxic,español
725,"""Hillbillies are smell like shit tbh""",hate,ingles
726,"""izquierdistas vagos""",hate,español
727,"""clean mechanics man""",clean,ingles
728,"""Qué ternura de video""",clean,español
729,"""wenas gente linda :)""",clean,español
730,"""XD justo lo salvo""",clean,español
731,"""poggers total ✨""",clean,español
732,"""Odio eterno a los trava leprosos de mierda""",hate,español
733,"""Estás en tu mejor momento""",clean,español
734,"""holaaaa uwu que gusto""",clean,español
735,"""Tomatelá no te quiere nadie chanta""",toxic,español
736,"""Parasitic shemales deserve to die""",hate,ingles
737,"""Péguese un tiro muerto de hambre""",toxic,español
738,"""Fome peruanos asquerosos chupenla""",hate,español
739,"""Todos los judíos son unos nacos puñetas""",hate,español
740,"""qué pendejo comentario""",toxic,español
741,"""Coma mucha mierda carechimba""",toxic,español
742,"""Sarnosos cholos nos roban el aire""",hate,español
743,"""socialistas paguitas""",hate,español
744,"""Odio a los flaites hediondos wn 🔫""",hate,español
745,"""This explanation works well.""",clean,ingles
746,"""mujeres sumisas""",hate,español
747,"""Esta es la cosa más ignorante que he visto. Deberías te largues. 🤫""",toxic,español
748,"""Heebs spread diseases""",hate,ingles
749,"""otra vez mal""",toxic,español
750,"""Mañana será un día mejor ídolo""",clean,español
751,"""Que te den morcilla desgraciado""",toxic,español
752,"""Nadie lo quiere por sarnoso""",toxic,español
753,"""aprendo un chorro aqui""",clean,español
754,"""Hey Absolute plonker""",toxic,ingles
755,"""musulmanes terroristas""",hate,español
756,"""a qe hora mañana?""",clean,español
757,"""Nice and simple.""",clean,ingles
758,"""Wn peruanos culiaos fuego a todos""",hate,español
759,"""dale ultimo push""",clean,español
760,"""Cucks are filthy and should die""",hate,ingles
761,"""Useless retards should not exist""",hate,ingles
762,"""Open borders destroy nations""",hate,ingles
763,"""ez todo de una 😎""",clean,español
764,"""How was this guy hired?
What an idiot""",toxic,ingles
765,"""Coal burner""",hate,ingles
766,"""W enorme equipo 🏆""",clean,español
767,"""Qué onda wey todo bien máquina""",clean,español
768,"""Por qué no te callas hipócrita 🖕""",toxic,español
769,"""muy epico ese momento ⭐""",clean,español
770,"""Cachai mapuches culiaos viren de acá""",hate,español
771,"""""I don't want my sons death to be in vain."" ""LET'S BURN THIS BITCH DOWN!"" Stupid fucks destroying livelihoods. Peaceful protests my fucking ass.""",toxic,ingles
772,"""Get stuffed drongo""",toxic,ingles
773,"""Estuvo de pelos chaval""",clean,español
